remboursement_id,credit_id,date_echeance,date_paiement,montant_attendu,montant_paye,jours_retard,statut_remboursement
R00010083,CR000320,2025-03-14,2025-03-17,1511.88,1511.88,3,Payé en retard
R00010084,CR000320,2025-04-14,2025-04-12,1511.88,1511.88,0,Payé à temps
R00010085,CR000320,2025-05-14,2025-05-09,1511.88,1511.88,0,Payé à temps
R00010086,CR000320,2025-06-14,2025-06-11,1511.88,1511.88,0,Payé à temps
R00010087,CR000320,2025-07-14,2025-07-09,1511.88,1511.88,0,Payé à temps
R00010088,CR000320,2025-08-14,2025-08-11,1511.88,1511.88,0,Payé à temps
R00010089,CR000320,2025-09-14,2025-09-16,1511.88,1511.88,2,Payé en retard
R00010090,CR000320,2025-10-14,2025-10-12,1511.88,1511.88,0,Payé à temps
R00010091,CR000320,2025-11-14,2025-11-17,1511.88,1511.88,3,Payé en retard
R00010092,CR000320,2025-12-14,2025-12-17,1511.88,1511.88,3,Payé en retard
R00010093,CR000320,2026-01-14,2026-01-13,1511.88,1511.88,0,Payé à temps
R00010094,CR000320,2026-02-14,2026-02-15,1511.88,1511.88,1,Payé en retard
R00010095,CR000320,2026-03-14,2026-03-17,1511.88,1511.88,3,Payé en retard
R00010096,CR000320,2026-04-14,2026-04-09,1511.88,1511.88,0,Payé à temps
R00010097,CR000320,2026-05-14,2026-05-10,1511.88,1511.88,0,Payé à temps
R00010098,CR000320,2026-06-14,2026-06-13,1511.88,1511.88,0,Payé à temps
R00010099,CR000321,2021-12-17,2021-12-17,240.39,240.39,0,Payé à temps
R00010100,CR000321,2022-01-17,2022-01-16,240.39,240.39,0,Payé à temps
R00010101,CR000321,2022-02-17,2022-02-17,240.39,240.39,0,Payé à temps
R00010102,CR000321,2022-03-17,2022-03-16,240.39,240.39,0,Payé à temps
R00010103,CR000321,2022-04-17,2022-05-05,240.39,240.39,18,Payé en retard
R00010104,CR000321,2022-05-17,2022-05-12,240.39,240.39,0,Payé à temps
R00010105,CR000321,2022-06-17,2022-06-18,240.39,240.39,1,Payé en retard
R00010106,CR000321,2022-07-17,2022-09-29,240.39,240.39,74,Payé en retard
R00010107,CR000321,2022-08-17,2022-08-20,240.39,240.39,3,Payé en retard
R00010108,CR000321,2022-09-17,2022-09-17,240.39,240.39,0,Payé à temps
R00010109,CR000321,2022-10-17,2022-10-16,240.39,240.39,0,Payé à temps
R00010110,CR000321,2022-11-17,2022-11-18,240.39,240.39,1,Payé en retard
R00010111,CR000321,2022-12-17,2022-12-17,240.39,240.39,0,Payé à temps
R00010112,CR000321,2023-01-17,2023-01-20,240.39,240.39,3,Payé en retard
R00010113,CR000321,2023-02-17,2023-02-12,240.39,240.39,0,Payé à temps
R00010114,CR000321,2023-03-17,2023-03-20,240.39,240.39,3,Payé en retard
R00010115,CR000321,2023-04-17,2023-07-15,240.39,240.39,89,Payé en retard
R00010116,CR000321,2023-05-17,2023-05-13,240.39,240.39,0,Payé à temps
R00010117,CR000321,2023-06-17,2023-08-07,240.39,240.39,51,Payé en retard
R00010118,CR000321,2023-07-17,2023-07-12,240.39,240.39,0,Payé à temps
R00010119,CR000321,2023-08-17,2023-08-20,240.39,240.39,3,Payé en retard
R00010120,CR000321,2023-09-17,2023-09-13,240.39,240.39,0,Payé à temps
R00010121,CR000321,2023-10-17,2023-10-20,240.39,240.39,3,Payé en retard
R00010122,CR000321,2023-11-17,2023-11-17,240.39,240.39,0,Payé à temps
R00010123,CR000321,2023-12-17,2023-12-17,240.39,240.39,0,Payé à temps
R00010124,CR000321,2024-01-17,2024-01-20,240.39,240.39,3,Payé en retard
R00010125,CR000321,2024-02-17,2024-02-12,240.39,240.39,0,Payé à temps
R00010126,CR000321,2024-03-17,2024-03-16,240.39,240.39,0,Payé à temps
R00010127,CR000321,2024-04-17,2024-04-16,240.39,240.39,0,Payé à temps
R00010128,CR000321,2024-05-17,2024-05-19,240.39,240.39,2,Payé en retard
R00010129,CR000321,2024-06-17,2024-06-16,240.39,240.39,0,Payé à temps
R00010130,CR000321,2024-07-17,2024-09-08,240.39,240.39,53,Payé en retard
R00010131,CR000321,2024-08-17,2024-08-12,240.39,240.39,0,Payé à temps
R00010132,CR000321,2024-09-17,2024-10-08,240.39,240.39,21,Payé en retard
R00010133,CR000321,2024-10-17,2024-10-22,240.39,240.39,5,Payé en retard
R00010134,CR000321,2024-11-17,2024-11-16,240.39,240.39,0,Payé à temps
R00010135,CR000321,2024-12-17,2024-12-14,240.39,240.39,0,Payé à temps
R00010136,CR000321,2025-01-17,2025-01-20,240.39,240.39,3,Payé en retard
R00010137,CR000321,2025-02-17,2025-03-15,240.39,240.39,26,Payé en retard
R00010138,CR000321,2025-03-17,2025-03-13,240.39,240.39,0,Payé à temps
R00010139,CR000321,2025-04-17,2025-04-15,240.39,240.39,0,Payé à temps
R00010140,CR000321,2025-05-17,2025-05-12,240.39,240.39,0,Payé à temps
R00010141,CR000321,2025-06-17,2025-06-14,240.39,240.39,0,Payé à temps
R00010142,CR000321,2025-07-17,2025-07-13,240.39,240.39,0,Payé à temps
R00010143,CR000321,2025-08-17,2025-08-12,240.39,240.39,0,Payé à temps
R00010144,CR000321,2025-09-17,2025-09-17,240.39,240.39,0,Payé à temps
R00010145,CR000321,2025-10-17,2025-10-20,240.39,240.39,3,Payé en retard
R00010146,CR000321,2025-11-17,2025-11-17,240.39,240.39,0,Payé à temps
R00010147,CR000322,2023-10-10,2023-10-12,827.59,827.59,2,Payé en retard
R00010148,CR000322,2023-11-10,2023-11-13,827.59,827.59,3,Payé en retard
R00010149,CR000322,2023-12-10,2023-12-12,827.59,827.59,2,Payé en retard
R00010150,CR000322,2024-01-10,2024-01-09,827.59,827.59,0,Payé à temps
R00010151,CR000322,2024-02-10,2024-02-12,827.59,827.59,2,Payé en retard
R00010152,CR000322,2024-03-10,2024-03-13,827.59,827.59,3,Payé en retard
R00010153,CR000322,2024-04-10,2024-04-06,827.59,827.59,0,Payé à temps
R00010154,CR000322,2024-05-10,2024-05-13,827.59,827.59,3,Payé en retard
R00010155,CR000322,2024-06-10,2024-06-11,827.59,827.59,1,Payé en retard
R00010156,CR000322,2024-07-10,2024-07-08,827.59,827.59,0,Payé à temps
R00010157,CR000322,2024-08-10,2024-08-11,827.59,827.59,1,Payé en retard
R00010158,CR000322,2024-09-10,2024-09-13,827.59,827.59,3,Payé en retard
R00010159,CR000322,2024-10-10,2024-10-06,827.59,827.59,0,Payé à temps
R00010160,CR000322,2024-11-10,2024-11-06,827.59,827.59,0,Payé à temps
R00010161,CR000322,2024-12-10,2024-12-07,827.59,827.59,0,Payé à temps
R00010162,CR000322,2025-01-10,2025-01-08,827.59,827.59,0,Payé à temps
R00010163,CR000322,2025-02-10,2025-02-05,827.59,827.59,0,Payé à temps
R00010164,CR000322,2025-03-10,2025-03-06,827.59,827.59,0,Payé à temps
R00010165,CR000322,2025-04-10,2025-04-10,827.59,827.59,0,Payé à temps
R00010166,CR000322,2025-05-10,2025-05-11,827.59,827.59,1,Payé en retard
R00010167,CR000322,2025-06-10,2025-06-05,827.59,827.59,0,Payé à temps
R00010168,CR000322,2025-07-10,2025-09-24,827.59,827.59,76,Payé en retard
R00010169,CR000322,2025-08-10,2025-08-13,827.59,827.59,3,Payé en retard
R00010170,CR000322,2025-09-10,2025-09-10,827.59,827.59,0,Payé à temps
R00010171,CR000322,2025-10-10,2025-10-09,827.59,827.59,0,Payé à temps
R00010172,CR000322,2025-11-10,2025-11-13,827.59,827.59,3,Payé en retard
R00010173,CR000322,2025-12-10,2025-12-10,827.59,827.59,0,Payé à temps
R00010174,CR000322,2026-01-10,2026-03-11,827.59,586.99,60,Payé en retard
R00010175,CR000322,2026-02-10,2026-02-08,827.59,827.59,0,Payé à temps
R00010176,CR000322,2026-03-10,2026-03-06,827.59,827.59,0,Payé à temps
R00010177,CR000322,2026-04-10,2026-04-08,827.59,827.59,0,Payé à temps
R00010178,CR000322,2026-05-10,2026-07-11,827.59,827.59,62,Payé en retard
R00010179,CR000322,2026-06-10,2026-06-08,827.59,827.59,0,Payé à temps
R00010180,CR000323,2023-04-05,2023-05-31,99.15,99.15,56,Payé en retard
R00010181,CR000323,2023-05-05,2023-05-07,99.15,99.15,2,Payé en retard
R00010182,CR000323,2023-06-05,2023-06-05,99.15,99.15,0,Payé à temps
R00010183,CR000323,2023-07-05,2023-07-01,99.15,99.15,0,Payé à temps
R00010184,CR000323,2023-08-05,2023-08-04,99.15,99.15,0,Payé à temps
R00010185,CR000323,2023-09-05,2023-11-16,99.15,99.15,72,Payé en retard
R00010186,CR000323,2023-10-05,2023-11-19,99.15,60.88,45,Payé en retard
R00010187,CR000323,2023-11-05,2023-11-07,99.15,99.15,2,Payé en retard
R00010188,CR000323,2023-12-05,2024-01-11,99.15,99.15,37,Payé en retard
R00010189,CR000323,2024-01-05,2024-01-06,99.15,99.15,1,Payé en retard
R00010190,CR000323,2024-02-05,2024-01-31,99.15,99.15,0,Payé à temps
R00010191,CR000323,2024-03-05,2024-03-07,99.15,99.15,2,Payé en retard
R00010192,CR000323,2024-04-05,2024-04-04,99.15,99.15,0,Payé à temps
R00010193,CR000323,2024-05-05,2024-05-05,99.15,99.15,0,Payé à temps
R00010194,CR000323,2024-06-05,2024-06-04,99.15,99.15,0,Payé à temps
R00010195,CR000323,2024-07-05,2024-07-07,99.15,99.15,2,Payé en retard
R00010196,CR000323,2024-08-05,2024-08-02,99.15,99.15,0,Payé à temps
R00010197,CR000323,2024-09-05,2024-09-01,99.15,99.15,0,Payé à temps
R00010198,CR000323,2024-10-05,2024-10-05,99.15,99.15,0,Payé à temps
R00010199,CR000323,2024-11-05,2024-11-02,99.15,99.15,0,Payé à temps
R00010200,CR000323,2024-12-05,2024-12-03,99.15,99.15,0,Payé à temps
R00010201,CR000323,2025-01-05,2025-03-22,99.15,52.2,76,Payé en retard
R00010202,CR000323,2025-02-05,2025-02-07,99.15,99.15,2,Payé en retard
R00010203,CR000323,2025-03-05,2025-05-19,99.15,99.15,75,Payé en retard
R00010204,CR000323,2025-04-05,2025-04-08,99.15,99.15,3,Payé en retard
R00010205,CR000323,2025-05-05,2025-05-02,99.15,99.15,0,Payé à temps
R00010206,CR000323,2025-06-05,2025-06-05,99.15,99.15,0,Payé à temps
R00010207,CR000323,2025-07-05,2025-07-03,99.15,99.15,0,Payé à temps
R00010208,CR000323,2025-08-05,2025-08-06,99.15,99.15,1,Payé en retard
R00010209,CR000323,2025-09-05,2025-09-05,99.15,99.15,0,Payé à temps
R00010210,CR000323,2025-10-05,2025-10-01,99.15,99.15,0,Payé à temps
R00010211,CR000323,2025-11-05,2025-11-04,99.15,99.15,0,Payé à temps
R00010212,CR000323,2025-12-05,2025-12-06,99.15,99.15,1,Payé en retard
R00010213,CR000323,2026-01-05,2026-03-17,99.15,99.15,71,Payé en retard
R00010214,CR000323,2026-02-05,2026-02-04,99.15,99.15,0,Payé à temps
R00010215,CR000323,2026-03-05,2026-03-08,99.15,99.15,3,Payé en retard
R00010216,CR000324,2024-12-29,2025-01-03,1908.64,1908.64,5,Payé en retard
R00010217,CR000324,2025-01-29,2025-01-29,1908.64,1908.64,0,Payé à temps
R00010218,CR000324,2025-02-28,2025-02-27,1908.64,1908.64,0,Payé à temps
R00010219,CR000324,2025-03-29,2025-06-23,1908.64,1908.64,86,Payé en retard
R00010220,CR000324,2025-04-29,2025-04-25,1908.64,1908.64,0,Payé à temps
R00010221,CR000324,2025-05-29,2025-07-01,1908.64,1908.64,33,Payé en retard
R00010222,CR000324,2025-06-29,2025-08-22,1908.64,1908.64,54,Payé en retard
R00010223,CR000324,2025-07-29,2025-07-27,1908.64,1908.64,0,Payé à temps
R00010224,CR000324,2025-08-29,2025-08-31,1908.64,1908.64,2,Payé en retard
R00010225,CR000324,2025-09-29,2025-11-01,1908.64,1908.64,33,Payé en retard
R00010226,CR000324,2025-10-29,2025-11-01,1908.64,1908.64,3,Payé en retard
R00010227,CR000324,2025-11-29,2025-11-29,1908.64,1908.64,0,Payé à temps
R00010228,CR000324,2025-12-29,2025-12-25,1908.64,1908.64,0,Payé à temps
R00010229,CR000324,2026-01-29,2026-01-27,1908.64,1908.64,0,Payé à temps
R00010230,CR000324,2026-02-28,2026-03-03,1908.64,1908.64,3,Payé en retard
R00010231,CR000324,2026-03-29,2026-03-29,1908.64,1908.64,0,Payé à temps
R00010232,CR000324,2026-04-29,2026-08-01,1908.64,1908.64,94,Payé en retard
R00010233,CR000324,2026-05-29,2026-06-12,1908.64,1908.64,14,Payé en retard
R00010234,CR000324,2026-06-29,,1908.64,0.0,70,Impayé
R00010235,CR000325,2023-10-03,2023-10-03,574.93,574.93,0,Payé à temps
R00010236,CR000325,2023-11-03,2023-10-29,574.93,574.93,0,Payé à temps
R00010237,CR000325,2023-12-03,2023-11-30,574.93,574.93,0,Payé à temps
R00010238,CR000325,2024-01-03,2024-01-06,574.93,574.93,3,Payé en retard
R00010239,CR000325,2024-02-03,2024-01-30,574.93,574.93,0,Payé à temps
R00010240,CR000325,2024-03-03,2024-02-27,574.93,574.93,0,Payé à temps
R00010241,CR000325,2024-04-03,2024-03-30,574.93,574.93,0,Payé à temps
R00010242,CR000325,2024-05-03,2024-04-29,574.93,574.93,0,Payé à temps
R00010243,CR000325,2024-06-03,2024-06-01,574.93,574.93,0,Payé à temps
R00010244,CR000325,2024-07-03,2024-06-29,574.93,574.93,0,Payé à temps
R00010245,CR000325,2024-08-03,2024-08-06,574.93,574.93,3,Payé en retard
R00010246,CR000325,2024-09-03,2024-09-03,574.93,574.93,0,Payé à temps
R00010247,CR000325,2024-10-03,2024-10-03,574.93,574.93,0,Payé à temps
R00010248,CR000325,2024-11-03,2024-11-06,574.93,574.93,3,Payé en retard
R00010249,CR000325,2024-12-03,2024-11-30,574.93,574.93,0,Payé à temps
R00010250,CR000325,2025-01-03,2025-01-05,574.93,574.93,2,Payé en retard
R00010251,CR000325,2025-02-03,2025-02-01,574.93,574.93,0,Payé à temps
R00010252,CR000325,2025-03-03,2025-02-28,574.93,574.93,0,Payé à temps
R00010253,CR000325,2025-04-03,2025-04-03,574.93,574.93,0,Payé à temps
R00010254,CR000325,2025-05-03,2025-05-01,574.93,574.93,0,Payé à temps
R00010255,CR000325,2025-06-03,2025-06-06,574.93,574.93,3,Payé en retard
R00010256,CR000325,2025-07-03,2025-07-02,574.93,574.93,0,Payé à temps
R00010257,CR000325,2025-08-03,2025-08-04,574.93,574.93,1,Payé en retard
R00010258,CR000325,2025-09-03,2025-09-04,574.93,574.93,1,Payé en retard
R00010259,CR000325,2025-10-03,2025-09-28,574.93,574.93,0,Payé à temps
R00010260,CR000325,2025-11-03,2025-11-03,574.93,574.93,0,Payé à temps
R00010261,CR000325,2025-12-03,2025-12-03,574.93,574.93,0,Payé à temps
R00010262,CR000325,2026-01-03,2026-01-06,574.93,574.93,3,Payé en retard
R00010263,CR000325,2026-02-03,,574.93,0.0,90,Impayé
R00010264,CR000325,2026-03-03,2026-03-03,574.93,574.93,0,Payé à temps
R00010265,CR000325,2026-04-03,2026-04-01,574.93,574.93,0,Payé à temps
R00010266,CR000325,2026-05-03,2026-05-05,574.93,574.93,2,Payé en retard
R00010267,CR000325,2026-06-03,2026-05-29,574.93,574.93,0,Payé à temps
R00010268,CR000326,2023-06-17,2023-06-18,592.95,592.95,1,Payé en retard
R00010269,CR000326,2023-07-17,2023-07-15,592.95,592.95,0,Payé à temps
R00010270,CR000326,2023-08-17,2023-08-13,592.95,592.95,0,Payé à temps
R00010271,CR000326,2023-09-17,2023-09-12,592.95,592.95,0,Payé à temps
R00010272,CR000326,2023-10-17,2023-10-14,592.95,592.95,0,Payé à temps
R00010273,CR000326,2023-11-17,2023-11-18,592.95,592.95,1,Payé en retard
R00010274,CR000326,2023-12-17,2023-12-14,592.95,592.95,0,Payé à temps
R00010275,CR000326,2024-01-17,2024-01-12,592.95,592.95,0,Payé à temps
R00010276,CR000326,2024-02-17,2024-02-12,592.95,592.95,0,Payé à temps
R00010277,CR000326,2024-03-17,2024-03-19,592.95,592.95,2,Payé en retard
R00010278,CR000326,2024-04-17,2024-04-18,592.95,592.95,1,Payé en retard
R00010279,CR000326,2024-05-17,2024-05-14,592.95,592.95,0,Payé à temps
R00010280,CR000326,2024-06-17,2024-06-16,592.95,592.95,0,Payé à temps
R00010281,CR000326,2024-07-17,2024-10-16,592.95,592.95,91,Payé en retard
R00010282,CR000326,2024-08-17,2024-08-19,592.95,592.95,2,Payé en retard
R00010283,CR000326,2024-09-17,2024-09-13,592.95,592.95,0,Payé à temps
R00010284,CR000326,2024-10-17,2024-10-12,592.95,592.95,0,Payé à temps
R00010285,CR000326,2024-11-17,2024-11-12,592.95,592.95,0,Payé à temps
R00010286,CR000326,2024-12-17,2024-12-14,592.95,592.95,0,Payé à temps
R00010287,CR000326,2025-01-17,2025-01-16,592.95,592.95,0,Payé à temps
R00010288,CR000326,2025-02-17,2025-02-17,592.95,592.95,0,Payé à temps
R00010289,CR000326,2025-03-17,2025-03-15,592.95,592.95,0,Payé à temps
R00010290,CR000326,2025-04-17,2025-04-16,592.95,592.95,0,Payé à temps
R00010291,CR000326,2025-05-17,2025-05-12,592.95,592.95,0,Payé à temps
R00010292,CR000327,2025-09-30,2025-09-27,1135.45,1135.45,0,Payé à temps
R00010293,CR000327,2025-10-30,2025-11-02,1135.45,1135.45,3,Payé en retard
R00010294,CR000327,2025-11-30,2025-12-02,1135.45,1135.45,2,Payé en retard
R00010295,CR000327,2025-12-30,2025-12-27,1135.45,1135.45,0,Payé à temps
R00010296,CR000327,2026-01-30,2026-01-26,1135.45,1135.45,0,Payé à temps
R00010297,CR000327,2026-02-28,2026-02-27,1135.45,1135.45,0,Payé à temps
R00010298,CR000327,2026-03-30,2026-03-28,1135.45,1135.45,0,Payé à temps
R00010299,CR000327,2026-04-30,2026-04-28,1135.45,1135.45,0,Payé à temps
R00010300,CR000327,2026-05-30,2026-06-01,1135.45,1135.45,2,Payé en retard
R00010301,CR000327,2026-06-30,2026-06-29,1135.45,1135.45,0,Payé à temps
R00010302,CR000328,2021-07-01,2021-07-02,407.64,407.64,1,Payé en retard
R00010303,CR000328,2021-08-01,2021-11-03,407.64,407.64,94,Payé en retard
R00010304,CR000328,2021-09-01,2021-08-31,407.64,407.64,0,Payé à temps
R00010305,CR000328,2021-10-01,2021-09-28,407.64,407.64,0,Payé à temps
R00010306,CR000328,2021-11-01,2021-10-30,407.64,407.64,0,Payé à temps
R00010307,CR000328,2021-12-01,2021-11-27,407.64,407.64,0,Payé à temps
R00010308,CR000328,2022-01-01,2022-02-18,407.64,407.64,48,Payé en retard
R00010309,CR000328,2022-02-01,2022-02-03,407.64,407.64,2,Payé en retard
R00010310,CR000328,2022-03-01,2022-03-04,407.64,407.64,3,Payé en retard
R00010311,CR000328,2022-04-01,2022-04-01,407.64,407.64,0,Payé à temps
R00010312,CR000328,2022-05-01,2022-08-02,407.64,407.64,93,Payé en retard
R00010313,CR000328,2022-06-01,2022-06-03,407.64,407.64,2,Payé en retard
R00010314,CR000328,2022-07-01,2022-07-01,407.64,407.64,0,Payé à temps
R00010315,CR000328,2022-08-01,2022-07-27,407.64,407.64,0,Payé à temps
R00010316,CR000328,2022-09-01,2022-08-30,407.64,407.64,0,Payé à temps
R00010317,CR000328,2022-10-01,2022-12-10,407.64,407.64,70,Payé en retard
R00010318,CR000328,2022-11-01,2022-10-27,407.64,407.64,0,Payé à temps
R00010319,CR000328,2022-12-01,2022-12-03,407.64,407.64,2,Payé en retard
R00010320,CR000328,2023-01-01,2022-12-27,407.64,407.64,0,Payé à temps
R00010321,CR000328,2023-02-01,2023-02-01,407.64,407.64,0,Payé à temps
R00010322,CR000328,2023-03-01,2023-02-24,407.64,407.64,0,Payé à temps
R00010323,CR000328,2023-04-01,2023-04-03,407.64,407.64,2,Payé en retard
R00010324,CR000328,2023-05-01,2023-04-28,407.64,407.64,0,Payé à temps
R00010325,CR000328,2023-06-01,2023-06-03,407.64,407.64,2,Payé en retard
R00010326,CR000328,2023-07-01,2023-06-28,407.64,407.64,0,Payé à temps
R00010327,CR000328,2023-08-01,2023-07-28,407.64,407.64,0,Payé à temps
R00010328,CR000328,2023-09-01,2023-08-30,407.64,407.64,0,Payé à temps
R00010329,CR000328,2023-10-01,2023-10-02,407.64,407.64,1,Payé en retard
R00010330,CR000328,2023-11-01,2023-11-02,407.64,407.64,1,Payé en retard
R00010331,CR000328,2023-12-01,2023-11-29,407.64,407.64,0,Payé à temps
R00010332,CR000328,2024-01-01,2023-12-27,407.64,407.64,0,Payé à temps
R00010333,CR000328,2024-02-01,2024-02-04,407.64,407.64,3,Payé en retard
R00010334,CR000328,2024-03-01,2024-03-03,407.64,407.64,2,Payé en retard
R00010335,CR000328,2024-04-01,2024-05-26,407.64,407.64,55,Payé en retard
R00010336,CR000328,2024-05-01,2024-05-03,407.64,407.64,2,Payé en retard
R00010337,CR000328,2024-06-01,2024-06-02,407.64,407.64,1,Payé en retard
R00010338,CR000328,2024-07-01,2024-07-01,407.64,407.64,0,Payé à temps
R00010339,CR000328,2024-08-01,2024-08-01,407.64,407.64,0,Payé à temps
R00010340,CR000328,2024-09-01,2024-09-01,407.64,407.64,0,Payé à temps
R00010341,CR000328,2024-10-01,2024-10-04,407.64,407.64,3,Payé en retard
R00010342,CR000328,2024-11-01,2024-10-29,407.64,407.64,0,Payé à temps
R00010343,CR000328,2024-12-01,2024-11-28,407.64,407.64,0,Payé à temps
R00010344,CR000328,2025-01-01,2025-01-03,407.64,407.64,2,Payé en retard
R00010345,CR000328,2025-02-01,2025-02-06,407.64,407.64,5,Payé en retard
R00010346,CR000328,2025-03-01,2025-02-26,407.64,407.64,0,Payé à temps
R00010347,CR000328,2025-04-01,2025-04-02,407.64,407.64,1,Payé en retard
R00010348,CR000328,2025-05-01,2025-05-02,407.64,407.64,1,Payé en retard
R00010349,CR000328,2025-06-01,2025-05-29,407.64,407.64,0,Payé à temps
R00010350,CR000328,2025-07-01,2025-07-02,407.64,407.64,1,Payé en retard
R00010351,CR000328,2025-08-01,2025-08-04,407.64,407.64,3,Payé en retard
R00010352,CR000328,2025-09-01,2025-09-04,407.64,407.64,3,Payé en retard
R00010353,CR000328,2025-10-01,2025-10-03,407.64,407.64,2,Payé en retard
R00010354,CR000328,2025-11-01,2025-10-27,407.64,407.64,0,Payé à temps
R00010355,CR000328,2025-12-01,2025-11-30,407.64,407.64,0,Payé à temps
R00010356,CR000328,2026-01-01,2026-01-02,407.64,407.64,1,Payé en retard
R00010357,CR000328,2026-02-01,2026-02-04,407.64,407.64,3,Payé en retard
R00010358,CR000328,2026-03-01,2026-02-28,407.64,407.64,0,Payé à temps
R00010359,CR000328,2026-04-01,2026-04-03,407.64,407.64,2,Payé en retard
R00010360,CR000328,2026-05-01,2026-04-27,407.64,407.64,0,Payé à temps
R00010361,CR000328,2026-06-01,2026-05-31,407.64,407.64,0,Payé à temps
R00010362,CR000329,2025-05-30,2025-08-06,380.43,380.43,68,Payé en retard
R00010363,CR000329,2025-06-30,2025-06-29,380.43,380.43,0,Payé à temps
R00010364,CR000329,2025-07-30,2025-07-29,380.43,380.43,0,Payé à temps
R00010365,CR000329,2025-08-30,2025-08-26,380.43,380.43,0,Payé à temps
R00010366,CR000329,2025-09-30,2025-09-30,380.43,380.43,0,Payé à temps
R00010367,CR000329,2025-10-30,2025-11-25,380.43,380.43,26,Payé en retard
R00010368,CR999999,2025-11-30,2025-11-30,380.43,380.43,0,Payé à temps
R00010369,CR000329,2025-12-30,2026-01-01,380.43,380.43,2,Payé en retard
R00010370,CR000329,2026-01-30,2026-01-31,380.43,380.43,1,Payé en retard
R00010371,CR000329,2026-02-28,2026-03-01,380.43,380.43,1,Payé en retard
R00010372,CR000329,2026-03-30,2026-03-30,380.43,380.43,0,Payé à temps
R00010373,CR000329,2026-04-30,2026-05-01,380.43,380.43,1,Payé en retard
R00010374,CR000329,2026-05-30,2026-07-13,380.43,380.43,44,Payé en retard
R00010375,CR000329,2026-06-30,2026-06-29,380.43,380.43,0,Payé à temps
R00010376,CR000330,2021-04-30,2021-04-25,515.39,515.39,0,Payé à temps
R00010377,CR000330,2021-05-30,2021-06-02,515.39,515.39,3,Payé en retard
R00010378,CR000330,2021-06-30,2021-06-25,515.39,515.39,0,Payé à temps
R00010379,CR000330,2021-07-30,2021-07-25,515.39,515.39,0,Payé à temps
R00010380,CR000330,2021-08-30,2021-08-27,515.39,515.39,0,Payé à temps
R00010381,CR000330,2021-09-30,2021-10-03,515.39,515.39,3,Payé en retard
R00010382,CR000330,2021-10-30,2021-10-26,515.39,515.39,0,Payé à temps
R00010383,CR000330,2021-11-30,2021-11-29,515.39,515.39,0,Payé à temps
R00010384,CR000330,2021-12-30,2021-12-30,515.39,515.39,0,Payé à temps
R00010385,CR000330,2022-01-30,2022-02-02,515.39,515.39,3,Payé en retard
R00010386,CR000330,2022-02-28,2022-02-26,515.39,515.39,0,Payé à temps
R00010387,CR000330,2022-03-30,2022-03-31,515.39,515.39,1,Payé en retard
R00010388,CR000330,2022-04-30,2022-04-29,515.39,515.39,0,Payé à temps
R00010389,CR000330,2022-05-30,2022-06-01,515.39,515.39,2,Payé en retard
R00010390,CR000330,2022-06-30,2022-06-29,515.39,515.39,0,Payé à temps
R00010391,CR000330,2022-07-30,2022-07-28,515.39,515.39,0,Payé à temps
R00010392,CR000330,2022-08-30,2022-08-31,515.39,515.39,1,Payé en retard
R00010393,CR000330,2022-09-30,2022-09-30,515.39,515.39,0,Payé à temps
R00010394,CR000330,2022-10-30,2022-11-02,515.39,515.39,3,Payé en retard
R00010395,CR000330,2022-11-30,2022-11-25,515.39,515.39,0,Payé à temps
R00010396,CR000330,2022-12-30,2023-03-12,515.39,515.39,72,Payé en retard
R00010397,CR000330,2023-01-30,2023-01-30,515.39,515.39,0,Payé à temps
R00010398,CR000330,2023-02-28,2023-02-24,515.39,515.39,0,Payé à temps
R00010399,CR000330,2023-03-30,2023-04-02,515.39,515.39,3,Payé en retard
R00010400,CR000330,2023-04-30,2023-04-27,515.39,515.39,0,Payé à temps
R00010401,CR000330,2023-05-30,2023-05-31,515.39,515.39,1,Payé en retard
R00010402,CR000330,2023-06-30,2023-06-29,515.39,515.39,0,Payé à temps
R00010403,CR000330,2023-07-30,2023-07-28,515.39,515.39,0,Payé à temps
R00010404,CR000330,2023-08-30,2023-08-25,515.39,515.39,0,Payé à temps
R00010405,CR000330,2023-09-30,2023-12-13,515.39,515.39,74,Payé en retard
R00010406,CR000330,2023-10-30,2023-11-02,515.39,515.39,3,Payé en retard
R00010407,CR000330,2023-11-30,2023-12-03,515.39,515.39,3,Payé en retard
R00010408,CR000330,2023-12-30,2023-12-29,515.39,515.39,0,Payé à temps
R00010409,CR000330,2024-01-30,2024-01-31,515.39,515.39,1,Payé en retard
R00010410,CR000330,2024-02-29,2024-02-29,515.39,515.39,0,Payé à temps
R00010411,CR000330,2024-03-30,2024-03-30,515.39,515.39,0,Payé à temps
R00010412,CR000330,2024-04-30,2024-05-01,515.39,515.39,1,Payé en retard
R00010413,CR000330,2024-05-30,2024-06-01,515.39,515.39,2,Payé en retard
R00010414,CR000330,2024-06-30,2024-06-25,515.39,515.39,0,Payé à temps
R00010415,CR000330,2024-07-30,2024-08-01,515.39,515.39,2,Payé en retard
R00010416,CR000330,2024-08-30,2024-08-30,515.39,515.39,0,Payé à temps
R00010417,CR000330,2024-09-30,2024-10-01,515.39,515.39,1,Payé en retard
R00010418,CR000330,2024-10-30,2024-10-31,515.39,515.39,1,Payé en retard
R00010419,CR000330,2024-11-30,2024-11-28,515.39,515.39,0,Payé à temps
R00010420,CR000330,2024-12-30,2025-01-02,515.39,515.39,3,Payé en retard
