ligne_source,transaction_id,client_id,date_transaction,type_transaction,montant,sens,produit_id,agence_id,canal,statut,frais,devise
6132,T000006132,C002681,2023-11-19 02:05:17,Prélèvement,-49.74,Débit,P004,A002,Application mobile,Validée,0.0,EUR
6133,T000006133,C001120,2026-02-01 05:05:12,Paiement carte,-34.43,Débit,P009,A018,TPE,Validée,0.0,EUR
6134,T000006134,C000506,2023-03-24 02:18:18,Dépôt,226.86,Crédit,P004,A014,DAB,Validée,0.0,EUR
6135,T000006135,C003210,2024-01-13 14:03:06,Prélèvement,-36.84,Débit,P001,A020,TPE,Validée,0.0,EUR
6136,T000006136,C005452,2023-11-25 03:38:23,Paiement carte,-155.07,Débit,P007,A015,Application mobile,Validée,0.0,EUR
6137,T000006137,C001658,2025-08-10 05:49:00,Paiement carte,-308.21,Débit,P003,A015,TPE,Validée,0.0,EUR
6138,T000006138,C000533,2024-06-23 20:53:03,Paiement carte,-20.36,Débit,P003,A016,Application mobile,Validée,0.0,EUR
6139,T000006139,C000585,2024-12-26 12:29:27,Paiement carte,-183.92,Débit,P001,A001,Application mobile,Validée,0.0,EUR
6140,T000006140,C000738,2025-05-29 14:43:49,Paiement carte,-38.29,Débit,P001,A004,Application mobile,Validée,0.0,EUR
6141,T000006141,C004935,2026-01-13 09:08:37,Prélèvement,-122.68,Débit,P007,A011,Application mobile,Validée,0.0,EUR
6142,T000006142,C005290,2025-02-17 08:28:49,Paiement carte,-89.06,Débit,P003,A007,TPE,En attente,0.0,EUR
6143,T000006143,C000778,2024-05-28 00:28:42,Virement émis,-56.41,Débit,P005,A012,Agence,Validée,0.0,EUR
6144,T000006144,C001750,2024-06-12 00:05:57,Frais bancaires,-2.5,Débit,P004,A015,DAB,Validée,2.5,EUR
6145,T000006145,C001376,2026-01-22 06:13:52,Retrait DAB,-79.92,Débit,P008,A016,Web,Validée,0.0,EUR
6146,T000006146,C003886,2026-06-16 07:44:13,Virement reçu,174.36,Crédit,P001,A022,DAB,Rejetée,0.0,EUR
6147,T000006147,C005754,2025-04-17 06:57:14,Virement émis,-93.9,Débit,P001,A003,Application mobile,Validée,0.0,EUR
6148,T000006148,C003724,2025-12-09 06:14:52,Paiement carte,-19.94,Débit,P002,A016,Application mobile,Validée,0.0,EUR
6149,T000006149,C000833,2024-03-03 04:24:47,Retrait DAB,-82.95,Débit,P001,A010,TPE,Validée,0.0,EUR
6150,T000006150,C002420,2024-05-12 09:53:55,Paiement carte,-381.88,Débit,P010,A001,Application mobile,Validée,0.0,EUR
6151,T000006151,C004365,2025-05-05 21:59:17,Retrait DAB,-78.15,Débit,P007,A015,TPE,Validée,0.0,EUR
6152,T000006152,C000414,2023-02-16 02:11:34,Paiement carte,-234.57,Débit,P009,A022,Agence,Validée,0.0,EUR
6153,T000006153,C003128,2025-03-07 08:26:51,Virement reçu,329.36,Crédit,P002,A006,Application mobile,Rejetée,0.0,EUR
6154,T000006154,C003440,2025-01-15 03:48:04,Prélèvement,-174.6,Débit,P001,A011,Application mobile,Validée,0.0,EUR
6155,T000006155,C002750,2024-09-22 22:08:08,Remboursement,733.84,Crédit,P002,A022,Application mobile,Validée,0.0,EUR
6156,T000006156,C000846,2025-03-20 10:38:23,Paiement carte,-56.0,Débit,P001,A021,Application mobile,Validée,0.0,EUR
6157,T000006157,C003174,2024-12-30 13:31:07,Prélèvement,-62.78,Débit,P001,A020,Agence,Validée,0.0,EUR
6158,T000006158,C001953,2026-01-31 17:12:40,Prélèvement,-119.44,Débit,P001,A022,Web,Validée,0.0,EUR
6159,T000006159,C001435,2025-03-25 23:05:22,Paiement carte,-31.25,Débit,P009,A010,Application mobile,Validée,0.0,EUR
6160,T000006160,C005572,2024-07-04 09:11:24,Paiement carte,-16.65,Débit,P009,A005,TPE,Validée,0.0,EUR
6161,T000006161,C002588,2026-06-22 00:21:54,Paiement carte,-120.53,Débit,P005,A017,DAB,Validée,0.0,EUR
6162,T000006162,C004203,2024-04-11 12:11:57,Remboursement,196.35,Crédit,P006,A022,Web,Validée,0.0,EUR
6163,T000006163,C001754,2023-06-09 14:58:41,Paiement carte,-65.12,Débit,P002,A021,Web,Validée,0.0,EUR
6164,T000006164,C001035,2025-12-05 01:16:26,Prélèvement,-114.55,Débit,P003,A022,Application mobile,Validée,0.0,EUR
6165,T000006165,C003898,2024-03-18 03:46:19,Dépôt,547.67,Crédit,P001,A015,Application mobile,Validée,0.0,EUR
6166,T000006166,C005037,2023-12-28 12:32:06,Paiement carte,-110.16,débit,P001,A003,Application mobile,Validée,0.0,EUR
6167,T000006167,C002076,2026-06-19 10:08:41,Retrait DAB,-98.17,Débit,P001,A023,DAB,Rejetée,0.0,EUR
6168,T000006168,C003171,2025-10-22 23:07:37,Paiement carte,-391.4,Débit,P004,A011,Application mobile,Validée,0.0,EUR
6169,T000006169,C001689,2023-06-30 13:29:07,Paiement carte,-32.51,Débit,P002,A012,DAB,Validée,0.0,EUR
6170,T000006170,C003610,2024-02-05 11:26:49,Paiement carte,-16.73,Débit,P003,A022,Application mobile,Validée,0.0,EUR
6171,T000006171,C005324,2025-03-28 09:28:59,Virement reçu,2052.91,Crédit,P005,A019,TPE,Validée,0.0,EUR
6172,T000006172,C002840,2026-01-15 05:08:17,Virement reçu,230.92,Crédit,P005,A001,Agence,Validée,0.0,EUR
6173,T000006173,C000827,2024-11-13 15:39:39,Retrait DAB,-123.02,Débit,P001,A012,Application mobile,Validée,0.0,EUR
6174,T000006174,C003189,2025-05-05 08:04:43,Paiement carte,-119.26,Débit,P002,A014,Application mobile,Validée,0.0,EUR
6175,T000006175,C004645,2023-06-14 18:28:42,Prélèvement,-23.39,Débit,P001,A013,Agence,Validée,0.0,EUR
6176,T000006176,C003668,2023-06-24 10:31:32,Paiement carte,-52.46,Débit,P003,A999,Agence,Validée,0.0,EUR
6177,T000006177,C005873,2025-01-23 13:49:52,Frais bancaires,-2.5,Débit,P004,A016,DAB,Validée,2.5,EUR
6178,T000006178,C005150,2023-07-31 00:09:47,Paiement carte,-20.19,Débit,P010,A001,Web,Validée,0.0,EUR
6179,T000006179,C000474,2025-09-28 18:39:50,Paiement carte,-53.58,Débit,P007,A013,Application mobile,Rejetée,0.0,EUR
6180,T000006180,C001670,2026-02-22 10:47:59,Virement reçu,576.2,Crédit,P005,A003,Application mobile,Validée,0.0,EUR
6181,T000006181,C005346,2025-01-15 02:45:00,Retrait DAB,-267.63,Débit,P001,A002,Web,Validée,0.0,EUR
6182,T000006182,C002268,2023-09-04 13:46:47,Paiement carte,-33.68,Débit,P002,A019,TPE,Validée,0.0,EUR
6183,T000006183,C004543,2023-07-12 03:27:47,Paiement carte,-205.73,Débit,P001,A002,Application mobile,Validée,0.0,EUR
6184,T000006184,C005725,2023-03-28 18:06:38,Frais bancaires,-5.0,Débit,P001,A014,Application mobile,Validée,5.0,EUR
6185,T000006185,C002235,2025-12-22 21:24:12,Paiement carte,-32.61,Débit,P004,A024,TPE,Validée,0.0,EUR
6186,T000006186,C000933,2026-01-09 13:49:48,Prélèvement,-94.96,Débit,P010,A004,Application mobile,Validée,0.0,EUR
6187,T000006187,C003363,2023-11-12 01:34:37,Paiement carte,-244.49,Débit,P001,A002,DAB,Validée,0.0,EUR
6188,T000006188,C003814,2023-11-24 22:04:49,Retrait DAB,-55.52,Débit,P004,A019,DAB,Validée,0.0,EUR
6189,T000006189,C001484,2024-08-14 13:52:48,Virement émis,-149.13,Débit,P010,A019,Application mobile,Validée,0.0,EUR
6190,T000006190,C001515,2025-08-27 04:14:33,Paiement carte,-83.85,Débit,P005,A011,TPE,Validée,0.0,EUR
6191,T000006191,C004963,2023-02-19 12:15:02,Remboursement,680.53,Crédit,P002,A001,Application mobile,Validée,0.0,EUR
6192,T000006192,C001536,2023-05-07 05:51:35,Virement émis,-19.19,débit,P007,A022,TPE,En attente,0.0,EUR
6193,T000006193,C001879,2023-05-13 23:44:48,Paiement carte,-66.47,Débit,P001,A023,Web,Validée,0.0,EUR
6194,T000006194,C005667,2025-06-15 10:22:05,Prélèvement,-21.43,Débit,P010,A008,Agence,Validée,0.0,EUR
6195,T000006195,C005677,2025-08-16 20:23:37,Virement reçu,184.51,Crédit,P002,A015,DAB,Validée,0.0,EUR
6196,T000006196,C000924,2023-03-24 04:48:26,Paiement carte,-143.23,débit,P001,A009,TPE,Validée,0.0,EUR
6197,T000006197,C000086,2025-04-27 21:03:53,Paiement carte,-68.67,Débit,P007,A021,TPE,Validée,0.0,EUR
6198,T000006198,C003972,2023-05-24 03:05:58,Prélèvement,-70.09,Débit,P002,A007,Agence,Validée,0.0,EUR
6199,T000006199,C001108,2023-07-25 18:09:18,Prélèvement,-44.22,Débit,P004,A009,Agence,Validée,0.0,EUR
6200,T000006200,C001650,2025-06-16 01:39:33,Prélèvement,-56.83,Débit,P001,A013,Application mobile,Validée,0.0,EUR
6201,T000006201,C004258,2023-07-29 16:56:56,Prélèvement,-105.08,Débit,P006,A025,Application mobile,Validée,0.0,EUR
6202,T000006202,C004449,2025-01-01 03:23:57,Frais bancaires,-12.0,Débit,P001,A999,DAB,Validée,12.0,EUR
6203,T000006203,C002964,2024-07-19 02:50:31,Remboursement,284.51,Crédit,P005,A023,Application mobile,Validée,0.0,EUR
6204,T000006204,C001752,2023-03-18 20:49:51,Paiement carte,-312.82,Débit,P005,A011,TPE,Validée,0.0,EUR
6205,T000006205,C005441,2026-06-20 09:29:02,Virement reçu,683.26,Crédit,P001,A011,Web,Validée,0.0,EUR
6206,T000006206,C005980,2024-10-06 23:19:28,Retrait DAB,-518.54,Débit,P010,A012,Application mobile,Validée,0.0,EUR
6207,T000006207,C003334,2025-01-11 23:08:40,Paiement carte,-42.27,Débit,P002,A017,Web,Validée,0.0,EUR
6208,T000006208,C001471,2024-02-09 02:55:35,Paiement carte,-546.93,Débit,P009,A001,DAB,Rejetée,0.0,EUR
6209,T000006209,C002550,2024-02-13 21:25:40,Prélèvement,-294.18,Débit,P001,A003,TPE,Rejetée,0.0,EUR
6210,T000006210,C002027,2025-12-11 23:24:37,Virement émis,-16.07,Débit,P001,A018,DAB,Validée,0.0,EUR
6211,T000006211,C002395,2023-02-12 20:39:19,Retrait DAB,-27.44,Débit,P001,A002,Web,Validée,0.0,EUR
6212,T000006212,C003749,2025-01-05 18:01:43,Virement reçu,632.21,Crédit,P008,A004,Application mobile,Validée,0.0,EUR
6213,T000006213,C004614,2026-06-22 17:01:44,Paiement carte,-32.97,Débit,P007,A021,Web,Validée,0.0,EUR
6214,T000006214,C001873,2024-04-19 10:54:20,Paiement carte,-108.76,Débit,P003,A001,TPE,Validée,0.0,EUR
6215,T000006215,C002052,2025-08-04 23:34:20,Prélèvement,-28.36,Débit,P007,A023,TPE,Validée,0.0,EUR
6216,T000006216,C003660,2024-02-07 23:32:40,Dépôt,659.24,Crédit,P009,A025,Web,Validée,0.0,EUR
6217,T000006217,C004498,2024-11-20 21:23:31,Retrait DAB,-60.18,Débit,P002,A014,Web,Validée,0.0,EUR
6218,T000006218,C003761,2024-10-09 19:10:41,Virement reçu,328.19,Crédit,P001,A015,TPE,Validée,0.0,EUR
6219,T000006219,C004670,2026-03-05 01:51:21,Frais bancaires,-45.0,Débit,P001,A008,Web,Validée,45.0,EUR
6220,T000006220,C002290,2023-09-24 15:50:20,Prélèvement,-402.76,Débit,,A003,Application mobile,Validée,0.0,EUR
6221,T000006221,C005642,2024-07-20 20:26:54,Retrait DAB,-38.38,Débit,P005,A015,Web,Validée,0.0,EUR
6222,T000006222,C004439,2024-09-10 19:07:57,Paiement carte,-75.39,Débit,P001,A005,Agence,Validée,0.0,EUR
6223,T000006223,C000443,2023-06-07 18:39:50,Paiement carte,-55.57,Débit,P009,A009,Application mobile,Validée,0.0,EUR
6224,T000006224,C000247,2023-12-31 05:20:51,Virement reçu,330.52,Crédit,P005,A019,Application mobile,Validée,0.0,EUR
6225,T000006225,C003424,2023-03-18 06:34:08,Paiement carte,-33.91,Débit,P007,A017,Application mobile,Validée,0.0,EUR
6226,T000006226,C000184,2025-04-22 04:20:39,Frais bancaires,-2.5,Débit,P002,A001,Application mobile,Validée,2.5,EUR
6227,T000006227,C001336,2024-12-28 03:21:11,Paiement carte,-33.57,Débit,P008,A015,Application mobile,Validée,0.0,EUR
6228,T000006228,C001806,2024-03-26 18:39:37,Prélèvement,-47.23,Débit,P004,A005,Agence,Validée,0.0,EUR
6229,T000006229,C004548,2023-09-25 22:59:02,Paiement carte,-390.81,Débit,P001,A001,TPE,Validée,0.0,EUR
6230,T000006230,C004590,2026-06-26 01:44:28,Paiement carte,-96.96,Débit,P001,A014,Web,Validée,0.0,EUR
6231,T000006231,C004699,2025-12-31 19:01:38,Frais bancaires,-8.0,Débit,P001,A015,TPE,Validée,8.0,EUR
6232,T000006232,C005373,2024-12-23 22:09:11,Retrait DAB,-96.51,Débit,P004,A009,Application mobile,Validée,0.0,EUR
6233,T000006233,C000959,2024-10-16 08:58:08,Virement reçu,701.47,Crédit,P001,A011,Agence,Validée,0.0,EUR
6234,T000006234,C003171,2023-09-11 04:05:42,Virement émis,-164.53,Débit,P003,A011,DAB,Validée,0.0,EUR
6235,T000006235,C002611,2026-04-07 12:36:10,Retrait DAB,-90.85,Débit,P001,A001,Application mobile,Validée,0.0,EUR
6236,T000006236,C003876,2023-11-04 14:57:28,Paiement carte,-117.46,Débit,P001,A025,Application mobile,Validée,0.0,EUR
6237,T000006237,C001971,2024-04-11 14:20:25,Remboursement,201.36,Crédit,P001,A004,Agence,Validée,0.0,EUR
6238,T000006238,C002367,2025-04-11 19:03:57,Dépôt,223.08,Crédit,P001,A009,TPE,Validée,0.0,EUR
6239,T000006239,C004285,2025-06-24 17:38:42,Prélèvement,-282.65,Débit,P010,A002,Application mobile,Validée,0.0,EUR
6240,T000006240,C002076,2024-02-10 17:24:05,Retrait DAB,-256.53,Débit,P001,A023,Web,Validée,0.0,EUR
6241,T000006241,C003738,2023-05-14 20:09:43,Prélèvement,-102.23,Débit,P008,A016,TPE,Validée,0.0,EUR
6242,T000006242,C001702,2026-05-22 09:56:06,Dépôt,141.61,Crédit,P002,A005,Web,Validée,0.0,EUR
6243,T000006243,C003662,2024-06-01 01:34:29,Paiement carte,-62.42,Débit,P007,A005,DAB,Validée,0.0,EUR
6244,T000006244,C004727,2025-06-09 16:30:42,Virement émis,-186.81,Débit,P003,A008,TPE,Validée,0.0,EUR
6245,T000006245,C005918,2025-04-22 14:33:15,Remboursement,40.14,Crédit,P003,A007,Agence,Validée,0.0,EUR
6246,T000006246,C003606,2023-05-31 02:56:04,Prélèvement,-52.84,Débit,P007,A008,DAB,Validée,0.0,EUR
6247,T000006247,C001244,2023-12-13 00:34:12,Retrait DAB,-135.42,Débit,P002,A024,DAB,Validée,0.0,EUR
6248,T000006248,C003639,2023-11-12 16:00:52,Paiement carte,-18.61,Débit,P001,A019,Web,Validée,0.0,EUR
6249,T000006249,C001691,2025-01-10 06:31:58,Prélèvement,-41.15,Débit,P003,A005,Application mobile,Validée,0.0,EUR
6250,T000006250,C001395,2026-04-15 00:46:39,Prélèvement,-68.1,Débit,P001,A004,Application mobile,Validée,0.0,EUR
6251,T000006251,C004151,2024-10-07 11:37:59,Prélèvement,-14.55,Débit,P004,A001,Application mobile,Validée,0.0,EUR
6252,T000006252,C000461,2024-10-31 17:09:09,Frais bancaires,-2.5,Débit,P001,A024,Application mobile,Validée,2.5,EUR
6253,T000006253,C000024,2025-10-23 18:14:17,Paiement carte,-275.13,Débit,P001,A015,Application mobile,Validée,0.0,EUR
6254,T000006254,C001829,2025-01-03 10:31:19,Paiement carte,-163.39,Débit,P001,A017,DAB,Validée,0.0,EUR
6255,T000006255,C003527,2025-01-26 04:20:15,Prélèvement,-37.07,Débit,P001,A013,TPE,validee,0.0,EUR
6256,T000006256,C002177,2024-10-13 01:00:05,Paiement carte,-155.26,débit,P001,A010,Application mobile,Validée,0.0,EUR
6257,T000006257,C004330,2024-02-15 18:42:02,Remboursement,299.37,Crédit,P001,A009,TPE,Validée,0.0,EUR
6258,T000006258,C004994,2023-10-13 18:32:40,Prélèvement,-144.44,Débit,P007,A003,Application mobile,Validée,0.0,EUR
6259,T000006259,C000404,2023-10-24 14:39:25,Paiement carte,-32.55,Débit,P001,A025,TPE,Validée,0.0,EUR
6260,T000006260,C000708,2025-07-25 00:01:56,Retrait DAB,-14.95,Débit,P005,A005,Application mobile,Validée,0.0,EUR
6261,T000006261,C004344,2026-04-23 01:11:47,Dépôt,160.85,Crédit,P001,A003,Application mobile,Validée,0.0,EUR
6262,T000006262,C004529,2026-03-11 23:06:07,Paiement carte,-28.14,Débit,P002,A008,Application mobile,Validée,0.0,EUR
6263,T000006263,C004471,2024-03-04 04:19:37,Remboursement,35.33,Crédit,P002,A009,DAB,Validée,0.0,EUR
6264,T000006264,C000825,2024-12-08 07:12:53,Dépôt,545.39,Crédit,P009,A025,Agence,Validée,0.0,EUR
6265,T000006265,C005694,2025-04-16 10:36:15,Paiement carte,-56.05,Débit,P001,A006,Application mobile,Validée,0.0,EUR
6266,T000006266,C003268,2024-01-14 20:49:39,Paiement carte,-94.29,Débit,P004,A025,Application mobile,Validée,0.0,EUR
6267,T000006267,C005828,2025-11-13 19:21:51,Virement reçu,170.42,Crédit,P007,A001,Web,Validée,0.0,EUR
6268,T000006268,C004286,2024-07-23 00:29:21,Paiement carte,-55.04,Débit,P004,A025,DAB,Validée,0.0,EUR
6269,T000006269,C005863,2025-07-14 21:53:29,Prélèvement,-129.88,Débit,P004,A004,Application mobile,Validée,0.0,EUR
6270,T000006270,C005129,2024-11-17 22:21:14,Prélèvement,-14.96,Débit,P001,A009,Web,validee,0.0,EUR
6271,T000006271,C001333,2025-11-25 15:54:26,Virement émis,-25.54,Débit,P001,A004,Application mobile,Validée,0.0,EUR
6272,T000006272,C005230,2023-02-01 03:24:31,Paiement carte,-56.96,Débit,P001,A019,Application mobile,Validée,0.0,EUR
6273,T000006273,C005481,2026-02-01 07:35:25,Remboursement,32.07,crédit,P002,A016,TPE,Validée,0.0,EUR
6274,T000006274,C003741,2025-01-06 23:26:36,Prélèvement,-98.81,Débit,P005,A004,Agence,Validée,0.0,EUR
6275,T000006275,C004309,2025-09-17 06:53:09,Paiement carte,-38.79,Débit,P001,A018,DAB,Validée,0.0,EUR
6276,T000006276,C001744,2023-04-19 14:01:46,Virement reçu,245.36,Crédit,P002,A012,Agence,Validée,0.0,EUR
6277,T000006277,C001347,2024-06-22 05:02:15,Paiement carte,-36.72,Débit,P002,A009,DAB,Validée,0.0,EUR
6278,T000006278,C003958,2024-11-22 18:07:25,Dépôt,108.84,Crédit,P004,A021,DAB,Validée,0.0,EUR
6279,T000006279,C005797,2026-03-17 15:44:57,Paiement carte,-378.73,Débit,P009,A016,Application mobile,Validée,0.0,EUR
6280,T000006280,C001338,2025-09-14 14:45:07,Prélèvement,-9.25,Débit,P004,A001,Application mobile,Validée,0.0,EUR
6281,T000006281,C004471,2024-01-26 06:07:37,Paiement carte,-130.6,Débit,P001,A009,Application mobile,Validée,0.0,EUR
6282,T000006282,C000741,2024-04-03 21:13:10,Paiement carte,-45.03,Débit,P001,A013,TPE,Validée,0.0,EUR
6283,T000006283,C004950,2023-01-31 11:12:49,Virement émis,-160.63,Débit,P001,A002,Web,Validée,0.0,EUR
6284,T000006284,C002441,2025-01-06 23:08:42,Frais bancaires,-20.0,Débit,P002,A023,TPE,Validée,20.0,EUR
6285,T000006285,C004674,2024-10-22 13:54:33,Paiement carte,-329.49,Débit,P001,A006,Application mobile,Validée,0.0,EUR
6286,T000006286,C002891,2024-10-29 10:55:39,Virement reçu,135.02,Crédit,P008,A001,TPE,Validée,0.0,EUR
6287,T000006287,C000254,2024-03-15 05:15:00,Prélèvement,-27.59,Débit,P002,A004,Web,Validée,0.0,EUR
6288,T000006288,C005571,2024-11-17 06:01:58,Remboursement,271.74,Crédit,P001,A010,Application mobile,Validée,0.0,EUR
6289,T000006289,C004751,2024-06-21 12:12:01,Paiement carte,-26.71,Débit,P004,A016,DAB,Validée,0.0,EUR
6290,T000006290,C002624,2024-02-08 17:54:24,Virement émis,-443.9,Débit,P009,A025,Agence,Validée,0.0,EUR
6291,T000006291,C002852,2024-02-19 19:16:36,Paiement carte,-95.33,Débit,P002,A006,DAB,Validée,0.0,EUR
6292,T000006292,C001289,2026-03-18 15:24:14,Paiement carte,-22.51,Débit,P001,A005,DAB,Validée,0.0,EUR
6293,T000006293,C000343,2023-03-29 21:21:10,Virement reçu,103.06,Crédit,P002,A014,Application mobile,Validée,0.0,EUR
6294,T000006294,C005538,2024-03-18 12:38:45,Paiement carte,-66.31,Débit,P002,A020,DAB,Validée,0.0,EUR
6295,T000006295,C002186,2023-02-11 08:36:20,Remboursement,434.27,Crédit,P001,A024,Application mobile,Validée,0.0,EUR
6296,T000006296,C004467,2024-03-27 07:23:43,Virement émis,-34.35,Débit,P001,A020,Application mobile,Validée,0.0,EUR
6297,T000006297,C001718,2025-10-28 10:43:27,Virement émis,-63.94,Débit,P010,A024,Application mobile,Validée,0.0,EUR
6298,T000006298,C003772,2024-08-24 13:25:40,Prélèvement,-69.9,Débit,P010,A007,Application mobile,Validée,0.0,EUR
6299,T000006299,C002379,2023-10-03 21:00:10,Virement reçu,76.04,Crédit,P007,A018,DAB,Validée,0.0,EUR
6300,T000006300,C001051,2024-08-02 10:09:41,Virement émis,-608.13,Débit,P005,A018,TPE,Validée,0.0,EUR
6301,T000006301,C003726,2025-07-08 14:35:40,Retrait DAB,-84.78,Débit,P001,A025,Application mobile,Validée,0.0,EUR
6302,T000006302,C005330,2026-03-28 11:44:47,Paiement carte,-279.51,Débit,P002,A008,Web,Validée,0.0,EUR
6303,T000006303,C003127,2024-12-23 04:01:29,Prélèvement,-61.75,Débit,P001,A004,Application mobile,Validée,0.0,EUR
6304,T000006304,C001464,2023-08-12 18:39:48,Paiement carte,-99.6,Débit,P010,A018,Application mobile,Validée,0.0,EUR
6305,T000006305,C005022,2025-01-04 11:39:14,Paiement carte,-15.38,Débit,P001,A015,Web,Validée,0.0,EUR
6306,T000006306,C003892,2026-06-13 00:16:29,Paiement carte,-18.65,Débit,P003,A013,TPE,Validée,0.0,EUR
6307,T000006307,C002322,2023-10-24 21:24:20,Prélèvement,-56.0,Débit,P009,A023,DAB,Validée,0.0,EUR
6308,T000006308,C004207,2026-03-08 17:26:59,Virement émis,-341.43,Débit,P002,A019,Agence,Validée,0.0,EUR
6309,T000006309,C004481,2024-10-03 11:54:59,Virement émis,-53.39,Débit,P007,A007,DAB,Validée,0.0,EUR
6310,T000006310,C000807,2023-10-26 20:49:21,Prélèvement,-22.31,Débit,P007,A015,Application mobile,Validée,0.0,EUR
6311,T000006311,C000573,2026-02-02 16:00:23,Retrait DAB,-73.51,Débit,P010,A002,Web,Validée,0.0,EUR
6312,T000006312,C005148,2023-12-17 16:26:54,Paiement carte,-239.39,Débit,P003,A025,Web,Validée,0.0,EUR
6313,T000006313,C004202,2023-02-16 17:06:56,Virement reçu,297.92,Crédit,P001,A017,Application mobile,Validée,0.0,EUR
6314,T000006314,C002136,2025-11-13 13:46:48,Prélèvement,-129.62,Débit,P004,A006,Web,Validée,0.0,EUR
6315,T000006315,C000639,2024-01-25 22:49:19,Paiement carte,-229.14,Débit,P003,A005,DAB,Validée,0.0,EUR
6316,T000006316,C000239,2024-07-07 06:44:38,Paiement carte,-109.57,Débit,P003,A015,DAB,Validée,0.0,EUR
6317,T000006317,C002206,2023-07-20 17:16:19,Frais bancaires,-2.5,Débit,P001,A001,TPE,Validée,2.5,EUR
6318,T000006318,C003524,2025-02-16 21:23:18,Retrait DAB,-9.17,Débit,P002,A003,TPE,Validée,0.0,EUR
6319,T000006319,C002717,2024-04-25 21:41:42,Retrait DAB,-268.12,Débit,P001,A016,Agence,Validée,0.0,EUR
6320,T000006320,C000045,2023-06-08 03:50:57,Paiement carte,-110.3,Débit,P007,A020,Application mobile,Validée,0.0,EUR
6321,T000006321,C001020,2023-12-28 17:19:49,Paiement carte,-17.54,Débit,P002,A024,Application mobile,Validée,0.0,EUR
6322,T000006322,C003853,2025-09-28 20:55:08,Virement reçu,294.62,Crédit,P001,A007,Agence,Validée,0.0,EUR
6323,T000006323,C002356,2024-02-08 13:24:35,Prélèvement,-58.91,Débit,P001,A007,Web,Validée,0.0,EUR
6324,T000006324,C000249,2025-10-05 11:30:29,Paiement carte,-159.45,Débit,P001,A010,Web,Validée,0.0,EUR
6325,T000006325,C003670,2023-02-07 11:24:26,Paiement carte,-122.21,Débit,P001,A019,Application mobile,Validée,0.0,EUR
6326,T000006326,C000868,2026-06-22 20:14:06,Frais bancaires,-20.0,Débit,P004,A001,DAB,Validée,20.0,EUR
6327,T000006327,C000436,2023-12-15 20:37:50,Paiement carte,-118.13,débit,P003,A015,Application mobile,Validée,0.0,EUR
6328,T000006328,C004502,2023-02-09 07:13:42,Paiement carte,-60.28,Débit,P008,A018,Agence,Validée,0.0,EUR
6329,T000006329,C002347,2023-05-29 07:14:35,Prélèvement,-11.62,Débit,P002,A025,Web,Validée,0.0,EUR
6330,T000006330,C002491,2023-08-31 08:32:17,Paiement carte,-287.43,Débit,P001,A014,Application mobile,Validée,0.0,EUR
6331,T000006331,C003089,2025-05-30 05:51:44,Prélèvement,-211.6,Débit,P001,A022,TPE,Validée,0.0,EUR
6332,T000006332,C002522,2023-02-01 10:35:09,Paiement carte,-145.3,Débit,P008,A010,Agence,Validée,0.0,EUR
6333,T000006333,C004616,2023-12-29 17:02:59,Paiement carte,-202.61,Débit,P003,A013,Web,Validée,0.0,EUR
6334,T000006334,C000500,2026-01-12 12:05:51,Paiement carte,-19.49,Débit,P001,A004,Application mobile,Validée,0.0,EUR
6335,T000006335,C002537,2023-02-14 18:56:18,Paiement carte,-325.51,Débit,P001,A008,Application mobile,Validée,0.0,EUR
6336,T000006336,C005288,2023-03-09 03:42:02,Paiement carte,-86.43,Débit,P007,A019,Web,Validée,0.0,EUR
6337,T000006337,C002093,2025-08-06 00:08:06,Dépôt,907.51,Crédit,P002,A006,Agence,Validée,0.0,EUR
6338,T000006338,C002056,2025-12-11 15:22:11,Prélèvement,-386.66,Débit,P002,A011,Application mobile,Validée,0.0,EUR
6339,T000006339,C005563,2025-01-15 21:50:42,Paiement carte,-69.29,Débit,P008,A022,Application mobile,validee,0.0,EUR
6340,T000006340,C003819,2026-06-18 07:29:44,Virement reçu,432.02,Crédit,P002,A015,DAB,Validée,0.0,EUR
6341,T000006341,C003591,2023-09-14 18:46:05,Remboursement,212.27,Crédit,P001,A011,Web,Validée,0.0,EUR
6342,T000006342,C001263,2025-05-28 15:44:40,Remboursement,315.03,Crédit,,A006,Application mobile,Validée,0.0,EUR
6343,T000006343,C001510,2023-09-18 19:29:19,Paiement carte,-100.94,Débit,P001,A016,Agence,Validée,0.0,EUR
6344,T000006344,C003890,2023-08-15 15:22:20,Virement émis,-165.38,Débit,P002,A025,Web,Validée,0.0,EUR
6345,T000006345,C002847,2024-07-11 15:07:29,Paiement carte,-165.52,Débit,P008,A011,TPE,Validée,0.0,EUR
6346,T000006346,C003631,2023-03-26 08:12:19,Paiement carte,-282.85,Débit,P001,A019,DAB,Validée,0.0,EUR
6347,T000006347,C001564,2026-01-28 16:44:02,Virement reçu,137.32,Crédit,P001,A025,Web,Validée,0.0,EUR
6348,T000006348,C002774,2023-01-13 04:44:34,Virement émis,-79.51,Débit,P001,A016,Application mobile,Validée,0.0,EUR
6349,T000006349,C001382,2024-10-23 19:05:36,Frais bancaires,-20.0,Débit,P003,A018,Application mobile,Validée,20.0,EUR
6350,T000006350,C001357,2024-03-17 05:10:23,Virement reçu,347.03,Crédit,P009,A008,Application mobile,Validée,0.0,EUR
